"Title","Artist","Rank","Chart Date","Imprint"
"Whistle While You Twurk","Ying Yang Twins",37,"2000-09-09","ColliPark"
"It Doesn't Matter","Wyclef Jean Featuring The Rock & Melky Sedeck",48,"2000-09-09","Columbia"
"WHOA! Lil' Mama...","X-Con",22,"2000-09-16","First String"
"Whistle While You Twurk","Ying Yang Twins",31,"2000-09-16","ColliPark"
"It Doesn't Matter","Wyclef Jean Featuring The Rock & Melky Sedeck",40,"2000-09-16","Columbia"
"WHOA! Lil' Mama...","X-Con",30,"2000-09-23","First String"
"Whistle While You Twurk","Ying Yang Twins",34,"2000-09-23","ColliPark"
"WHOA! Lil' Mama...","X-Con",33,"2000-09-30","First String"
"Whistle While You Twurk","Ying Yang Twins",40,"2000-09-30","ColliPark"
"Whistle While You Twurk","Ying Yang Twins",36,"2000-10-07","ColliPark"
"Whistle While You Twurk","Ying Yang Twins",39,"2000-10-14","ColliPark"
"WHOA! Lil' Mama...","X-Con",47,"2000-10-14","First String"
"WHOA! Lil' Mama...","X-Con",29,"2000-10-21","First String"
"Whistle While You Twurk","Ying Yang Twins",34,"2000-10-21","ColliPark"
"WHOA! Lil' Mama...","X-Con",42,"2000-10-21","First String"
"WHOA! Lil' Mama...","X-Con",29,"2000-10-28","First String"
"Protect Ya Neck (The Jump Off)","Wu-Tang Clan",42,"2000-10-28","Wu-Tang Records"
"Whistle While You Twurk","Ying Yang Twins",44,"2000-10-28","ColliPark"
"Protect Ya Neck (The Jump Off)","Wu-Tang Clan",9,"2000-11-04","Wu-Tang Records"
"WHOA! Lil' Mama...","X-Con",24,"2000-11-04","First String"
"Whistle While You Twurk","Ying Yang Twins",40,"2000-11-04","ColliPark"
"Protect Ya Neck (The Jump Off)","Wu-Tang Clan",16,"2000-11-11","Wu-Tang Records"
"WHOA! Lil' Mama...","X-Con",19,"2000-11-11","First String"
"Whistle While You Twurk","Ying Yang Twins",41,"2000-11-11","ColliPark"
"WHOA! Lil' Mama...","X-Con",19,"2000-11-18","First String"
"Protect Ya Neck (The Jump Off)","Wu-Tang Clan",20,"2000-11-18","Wu-Tang Records"
"Whistle While You Twurk","Ying Yang Twins",39,"2000-11-18","ColliPark"
"Protect Ya Neck (The Jump Off)","Wu-Tang Clan",10,"2000-11-25","Wu-Tang Records"
"WHOA! Lil' Mama...","X-Con",23,"2000-11-25","First String"
"Protect Ya Neck (The Jump Off)","Wu-Tang Clan",15,"2000-12-02","Wu-Tang Records"
911,"Wyclef Jean Featuring Mary J. Blige",19,"2000-12-02","Columbia"
"WHOA! Lil' Mama...","X-Con",28,"2000-12-02","First String"
911,"Wyclef Jean Featuring Mary J. Blige",8,"2000-12-09","Columbia"
"WHOA! Lil' Mama...","X-Con",18,"2000-12-09","First String"
"Protect Ya Neck (The Jump Off)","Wu-Tang Clan",21,"2000-12-09","Wu-Tang Records"
911,"Wyclef Jean Featuring Mary J. Blige",15,"2000-12-16","Columbia"
"WHOA! Lil' Mama...","X-Con",17,"2000-12-16","First String"
"Protect Ya Neck (The Jump Off)","Wu-Tang Clan",36,"2000-12-16","Wu-Tang Records"
"Gravel Pit","Wu-Tang Clan",48,"2000-12-16","Wu-Tang Records"
911,"Wyclef Jean Featuring Mary J. Blige",19,"2000-12-23","Columbia"
"Gravel Pit","Wu-Tang Clan",20,"2000-12-23","Wu-Tang Records"
"WHOA! Lil' Mama...","X-Con",28,"2000-12-23","First String"
"WHOA! Lil' Mama...","X-Con",27,"2000-12-30","First String"
911,"Wyclef Jean Featuring Mary J. Blige",28,"2000-12-30","Columbia"
"Gravel Pit","Wu-Tang Clan",30,"2000-12-30","Wu-Tang Records"
"Protect Ya Neck (The Jump Off)","Wu-Tang Clan",47,"2000-12-30","Wu-Tang Records"
"WHOA! Lil' Mama...","X-Con",26,"2001-01-06","First String"
"Gravel Pit","Wu-Tang Clan",34,"2001-01-06","Wu-Tang Records"
911,"Wyclef Jean Featuring Mary J. Blige",37,"2001-01-06","Columbia"
"Gravel Pit","Wu-Tang Clan",20,"2001-01-13","Wu-Tang Records"
"WHOA! Lil' Mama...","X-Con",32,"2001-01-13","First String"
911,"Wyclef Jean Featuring Mary J. Blige",41,"2001-01-13","Columbia"
"WHOA! Lil' Mama...","X-Con",36,"2001-01-20","First String"
911,"Wyclef Jean Featuring Mary J. Blige",40,"2001-01-20","Columbia"
"Gravel Pit","Wu-Tang Clan",41,"2001-01-20","Wu-Tang Records"
"Gravel Pit","Wu-Tang Clan",33,"2001-01-27","Wu-Tang Records"
"WHOA! Lil' Mama...","X-Con",34,"2001-01-27","First String"
911,"Wyclef Jean Featuring Mary J. Blige",47,"2001-01-27","Columbia"
"WHOA! Lil' Mama...","X-Con",37,"2001-02-03","First String"
"Gravel Pit","Wu-Tang Clan",48,"2001-02-03","Wu-Tang Records"
"Just The Two Of Us","Will Smith",31,"2001-02-10","Columbia"
"WHOA! Lil' Mama...","X-Con",33,"2001-02-10","First String"
911,"Wyclef Jean Featuring Mary J. Blige",50,"2001-02-10","Columbia"
"WHOA! Lil' Mama...","X-Con",37,"2001-02-17","First String"
"Gravel Pit","Wu-Tang Clan",50,"2001-02-17","Wu-Tang Records"
"WHOA! Lil' Mama...","X-Con",42,"2001-02-24","First String"
"Elle's Theme","Yesterday's New Quintet",39,"2001-03-03","Stones Throw"
"WHOA! Lil' Mama...","X-Con",40,"2001-03-03","First String"
"WHOA! Lil' Mama...","X-Con",43,"2001-03-10","First String"
"Gravel Pit","Wu-Tang Clan",50,"2001-03-10","Wu-Tang Records"
"X","Xzibit",36,"2001-03-24","Columbia"
"X","Xzibit",40,"2001-03-31","Columbia"
"X","Xzibit",48,"2001-04-07","Columbia"
"X","Xzibit",41,"2001-04-14","Columbia"
"X","Xzibit",50,"2001-05-05","Columbia"
"Gravel Pit","Wu-Tang Clan",38,"2001-05-19","Wu-Tang Records"
"Gravel Pit","Wu-Tang Clan",29,"2001-05-26","Wu-Tang Records"
"Gravel Pit","Wu-Tang Clan",37,"2001-06-02","Wu-Tang Records"
"Gravel Pit","Wu-Tang Clan",35,"2001-06-09","Wu-Tang Records"
"Gravel Pit","Wu-Tang Clan",44,"2001-06-16","Wu-Tang Records"
"Front 2 Back","Xzibit",42,"2001-06-23","Loud"
"Gravel Pit","Wu-Tang Clan",46,"2001-06-23","Wu-Tang Records"
"Elle's Theme","Yesterday's New Quintet",44,"2001-07-21","Stones Throw"
"All My Thugs","Young Phantom",8,"2001-08-11","Heartless"
"All My Thugs","Young Phantom",6,"2001-08-18","Heartless"
"All My Thugs","Young Phantom",15,"2001-08-25","Heartless"
"All My Thugs","Young Phantom",8,"2001-09-01","Heartless"
"All My Thugs","Young Phantom",8,"2001-09-08","Heartless"
"All My Thugs","Young Phantom",10,"2001-09-15","Heartless"
"All My Thugs","Young Phantom",5,"2001-09-22","Heartless"
"All My Thugs","Young Phantom",10,"2001-09-29","Heartless"
"All My Thugs","Young Phantom",10,"2001-10-06","Heartless"
"All My Thugs","Young Phantom",12,"2001-10-13","Heartless"
"Nothing's Wrong","Won-G Featuring DJ Quik",5,"2001-10-20","TNO"
"All My Thugs","Young Phantom",24,"2001-10-20","Heartless"
"Nothing's Wrong","Won-G Featuring DJ Quik",2,"2001-10-27","TNO"
"Nothing's Wrong","Won-G Featuring DJ Quik",2,"2001-11-03","TNO"
"Nothing's Wrong","Won-G Featuring DJ Quik",3,"2001-11-10","TNO"
"Nothing's Wrong","Won-G Featuring DJ Quik",2,"2001-11-17","TNO"
"Nothing's Wrong","Won-G Featuring DJ Quik",7,"2001-11-24","TNO"
"Nothing's Wrong","Won-G Featuring DJ Quik",4,"2001-12-01","TNO"
"Nothing's Wrong","Won-G Featuring DJ Quik",17,"2001-12-08","TNO"
"Nothing's Wrong","Won-G Featuring DJ Quik",15,"2001-12-29","TNO"
"Uzi (Pinky Ring)","Wu-Tang Clan",21,"2002-01-26","Wu-Tang Records"
"Uzi (Pinky Ring)","Wu-Tang Clan",16,"2002-02-09","Wu-Tang Records"
"Dear God","Willie D",8,"2002-03-02","Relentless"
"Dear God","Willie D",4,"2002-03-16","Relentless"
"Dear God","Willie D",9,"2002-03-23","Relentless"
"Dear God","Willie D",4,"2002-03-30","Relentless"
"Dear God","Willie D",7,"2002-04-06","Relentless"
"Dear God","Willie D",6,"2002-04-13","Relentless"
"Dear God","Willie D",7,"2002-04-20","Relentless"
"Dear God","Willie D",11,"2002-04-27","Relentless"
"Dear God","Willie D",15,"2002-05-04","Relentless"
"Dear God","Willie D",15,"2002-05-11","Relentless"
"Put It Inside","Won-G Featuring Da Brat",18,"2002-05-11","TNO"
"Put It Inside","Won-G Featuring Da Brat",15,"2002-05-18","TNO"
"Dear God","Willie D",15,"2002-06-01","Relentless"
"Put It Inside","Won-G Featuring Da Brat",21,"2002-06-01","TNO"
"Say I Yi Yi","Ying Yang Twins",10,"2002-06-08","Koch"
"Say I Yi Yi","Ying Yang Twins",11,"2002-06-15","Koch"
"Say I Yi Yi","Ying Yang Twins",11,"2002-06-22","Koch"
"Say I Yi Yi","Ying Yang Twins",14,"2002-06-29","Koch"
"Say I Yi Yi","Ying Yang Twins",15,"2002-07-06","Koch"
"Say I Yi Yi","Ying Yang Twins",18,"2002-07-13","Koch"
"Say I Yi Yi","Ying Yang Twins",20,"2002-07-20","Koch"
"Say I Yi Yi","Ying Yang Twins",21,"2002-07-27","Koch"
"By Myself","Ying Yang Twins Featuring Mr. Ball",25,"2002-10-05","Koch"
"Multiply","Xzibit",24,"2002-10-12","Loud"
"Multiply","Xzibit",25,"2002-11-02","Loud"
"Multiply","Xzibit",24,"2002-11-09","Loud"
"Multiply","Xzibit",23,"2002-11-16","Loud"
"Multiply","Xzibit",25,"2002-11-23","Loud"
"Multiply","Xzibit",23,"2002-11-30","Loud"
"Can't Stop, Won't Stop","Young Gunz",23,"2003-07-05","Roc-A-Fella"
"Can't Stop, Won't Stop","Young Gunz",23,"2003-07-12","Roc-A-Fella"
"Can't Stop, Won't Stop","Young Gunz",21,"2003-07-19","Roc-A-Fella"
"Can't Stop, Won't Stop","Young Gunz",20,"2003-07-26","Roc-A-Fella"
"Can't Stop, Won't Stop","Young Gunz",18,"2003-08-02","Roc-A-Fella"
"Damn!","YoungBloodZ Featuring Lil Jon",23,"2003-08-02","So So Def"
"Can't Stop, Won't Stop","Young Gunz",14,"2003-08-09","Roc-A-Fella"
"Damn!","YoungBloodZ Featuring Lil Jon",21,"2003-08-09","So So Def"
"Can't Stop, Won't Stop","Young Gunz",10,"2003-08-16","Roc-A-Fella"
"Damn!","YoungBloodZ Featuring Lil Jon",15,"2003-08-16","So So Def"
"Can't Stop, Won't Stop","Young Gunz",9,"2003-08-23","Roc-A-Fella"
"Damn!","YoungBloodZ Featuring Lil Jon",11,"2003-08-23","So So Def"
"Can't Stop, Won't Stop","Young Gunz",9,"2003-08-30","Roc-A-Fella"
"Damn!","YoungBloodZ Featuring Lil Jon",10,"2003-08-30","So So Def"
"Can't Stop, Won't Stop","Young Gunz",8,"2003-09-06","Roc-A-Fella"
"Damn!","YoungBloodZ Featuring Lil Jon",9,"2003-09-06","So So Def"
"Damn!","YoungBloodZ Featuring Lil Jon",7,"2003-09-13","So So Def"
"Can't Stop, Won't Stop","Young Gunz",8,"2003-09-13","Roc-A-Fella"
"Damn!","YoungBloodZ Featuring Lil Jon",6,"2003-09-20","So So Def"
"Can't Stop, Won't Stop","Young Gunz",8,"2003-09-20","Roc-A-Fella"
"Damn!","YoungBloodZ Featuring Lil Jon",6,"2003-09-27","So So Def"
"Can't Stop, Won't Stop","Young Gunz",7,"2003-09-27","Roc-A-Fella"
"Damn!","YoungBloodZ Featuring Lil Jon",4,"2003-10-04","So So Def"
"Can't Stop, Won't Stop","Young Gunz",7,"2003-10-04","Roc-A-Fella"
"Damn!","YoungBloodZ Featuring Lil Jon",2,"2003-10-11","So So Def"
"Can't Stop, Won't Stop","Young Gunz",7,"2003-10-11","Roc-A-Fella"
"Naggin","Ying Yang Twins",23,"2003-10-11","ColliPark"
"Party To Damascus","Wyclef Jean Featuring Missy Elliott",25,"2003-10-11","J"
"Damn!","YoungBloodZ Featuring Lil Jon",1,"2003-10-18","So So Def"
"Can't Stop, Won't Stop","Young Gunz",6,"2003-10-18","Roc-A-Fella"
"Naggin","Ying Yang Twins",22,"2003-10-18","ColliPark"
"Party To Damascus","Wyclef Jean Featuring Missy Elliott",23,"2003-10-18","J"
"Damn!","YoungBloodZ Featuring Lil Jon",2,"2003-10-25","So So Def"
"Can't Stop, Won't Stop","Young Gunz",7,"2003-10-25","Roc-A-Fella"
"Party To Damascus","Wyclef Jean Featuring Missy Elliott",21,"2003-10-25","J"
"Naggin","Ying Yang Twins",22,"2003-10-25","ColliPark"
"Damn!","YoungBloodZ Featuring Lil Jon",2,"2003-11-01","So So Def"
"Can't Stop, Won't Stop","Young Gunz",7,"2003-11-01","Roc-A-Fella"
"Party To Damascus","Wyclef Jean Featuring Missy Elliott",18,"2003-11-01","J"
"Naggin","Ying Yang Twins",24,"2003-11-01","ColliPark"
"Damn!","YoungBloodZ Featuring Lil Jon",3,"2003-11-08","So So Def"
"Can't Stop, Won't Stop","Young Gunz",8,"2003-11-08","Roc-A-Fella"
"Party To Damascus","Wyclef Jean Featuring Missy Elliott",18,"2003-11-08","J"
"Naggin","Ying Yang Twins",21,"2003-11-08","ColliPark"
"Damn!","YoungBloodZ Featuring Lil Jon",3,"2003-11-15","So So Def"
"Can't Stop, Won't Stop","Young Gunz",10,"2003-11-15","Roc-A-Fella"
"Party To Damascus","Wyclef Jean Featuring Missy Elliott",19,"2003-11-15","J"
"Gangsta Nation","Westside Connection Featuring Nate Dogg",22,"2003-11-15","Hoo-Bangin'"
"Naggin","Ying Yang Twins",24,"2003-11-15","ColliPark"
"Damn!","YoungBloodZ Featuring Lil Jon",3,"2003-11-22","So So Def"
"Can't Stop, Won't Stop","Young Gunz",13,"2003-11-22","Roc-A-Fella"
"Party To Damascus","Wyclef Jean Featuring Missy Elliott",17,"2003-11-22","J"
"Gangsta Nation","Westside Connection Featuring Nate Dogg",19,"2003-11-22","Hoo-Bangin'"
"Naggin","Ying Yang Twins",25,"2003-11-22","ColliPark"
"Damn!","YoungBloodZ Featuring Lil Jon",3,"2003-11-29","So So Def"
"Can't Stop, Won't Stop","Young Gunz",14,"2003-11-29","Roc-A-Fella"
"Party To Damascus","Wyclef Jean Featuring Missy Elliott",17,"2003-11-29","J"
"Gangsta Nation","Westside Connection Featuring Nate Dogg",19,"2003-11-29","Hoo-Bangin'"
"Salt Shaker","Ying Yang Twins Featuring Lil Jon & The East Side Boyz",23,"2003-11-29","ColliPark"
"Naggin","Ying Yang Twins",24,"2003-11-29","ColliPark"
"Damn!","YoungBloodZ Featuring Lil Jon",4,"2003-12-06","So So Def"
"Can't Stop, Won't Stop","Young Gunz",16,"2003-12-06","Roc-A-Fella"
"Gangsta Nation","Westside Connection Featuring Nate Dogg",20,"2003-12-06","Hoo-Bangin'"
"Salt Shaker","Ying Yang Twins Featuring Lil Jon & The East Side Boyz",21,"2003-12-06","ColliPark"
"Party To Damascus","Wyclef Jean Featuring Missy Elliott",24,"2003-12-06","J"
"Damn!","YoungBloodZ Featuring Lil Jon",3,"2003-12-13","So So Def"
"Salt Shaker","Ying Yang Twins Featuring Lil Jon & The East Side Boyz",16,"2003-12-13","ColliPark"
"Can't Stop, Won't Stop","Young Gunz",17,"2003-12-13","Roc-A-Fella"
"Gangsta Nation","Westside Connection Featuring Nate Dogg",19,"2003-12-13","Hoo-Bangin'"
"Naggin","Ying Yang Twins",25,"2003-12-13","ColliPark"
"Damn!","YoungBloodZ Featuring Lil Jon",3,"2003-12-20","So So Def"
"Salt Shaker","Ying Yang Twins Featuring Lil Jon & The East Side Boyz",14,"2003-12-20","ColliPark"
"Gangsta Nation","Westside Connection Featuring Nate Dogg",18,"2003-12-20","Hoo-Bangin'"
"Can't Stop, Won't Stop","Young Gunz",20,"2003-12-20","Roc-A-Fella"
"Damn!","YoungBloodZ Featuring Lil Jon",3,"2003-12-27","So So Def"
"Salt Shaker","Ying Yang Twins Featuring Lil Jon & The East Side Boyz",11,"2003-12-27","ColliPark"
"Gangsta Nation","Westside Connection Featuring Nate Dogg",17,"2003-12-27","Hoo-Bangin'"
"Damn!","YoungBloodZ Featuring Lil Jon",4,"2004-01-03","So So Def"
"Salt Shaker","Ying Yang Twins Featuring Lil Jon & The East Side Boyz",11,"2004-01-03","ColliPark"
"Gangsta Nation","Westside Connection Featuring Nate Dogg",15,"2004-01-03","Hoo-Bangin'"
"Damn!","YoungBloodZ Featuring Lil Jon",4,"2004-01-10","So So Def"
"Salt Shaker","Ying Yang Twins Featuring Lil Jon & The East Side Boyz",7,"2004-01-10","ColliPark"
"Gangsta Nation","Westside Connection Featuring Nate Dogg",14,"2004-01-10","Hoo-Bangin'"
"Damn!","YoungBloodZ Featuring Lil Jon",4,"2004-01-17","So So Def"
"Salt Shaker","Ying Yang Twins Featuring Lil Jon & The East Side Boyz",7,"2004-01-17","ColliPark"
"Gangsta Nation","Westside Connection Featuring Nate Dogg",16,"2004-01-17","Hoo-Bangin'"
"Damn!","YoungBloodZ Featuring Lil Jon",4,"2004-01-24","So So Def"
"Salt Shaker","Ying Yang Twins Featuring Lil Jon & The East Side Boyz",5,"2004-01-24","ColliPark"
"Gangsta Nation","Westside Connection Featuring Nate Dogg",12,"2004-01-24","Hoo-Bangin'"
"Salt Shaker","Ying Yang Twins Featuring Lil Jon & The East Side Boyz",3,"2004-01-31","ColliPark"
"Damn!","YoungBloodZ Featuring Lil Jon",5,"2004-01-31","So So Def"
"Gangsta Nation","Westside Connection Featuring Nate Dogg",9,"2004-01-31","Hoo-Bangin'"
"No Better Love","Young Gunz Featuring Rell",23,"2004-01-31","Roc-A-Fella"
"Salt Shaker","Ying Yang Twins Featuring Lil Jon & The East Side Boyz",3,"2004-02-07","ColliPark"
"Damn!","YoungBloodZ Featuring Lil Jon",7,"2004-02-07","So So Def"
"Gangsta Nation","Westside Connection Featuring Nate Dogg",9,"2004-02-07","Hoo-Bangin'"
"No Better Love","Young Gunz Featuring Rell",18,"2004-02-07","Roc-A-Fella"
"Salt Shaker","Ying Yang Twins Featuring Lil Jon & The East Side Boyz",3,"2004-02-14","ColliPark"
"Damn!","YoungBloodZ Featuring Lil Jon",10,"2004-02-14","So So Def"
"Gangsta Nation","Westside Connection Featuring Nate Dogg",11,"2004-02-14","Hoo-Bangin'"
"No Better Love","Young Gunz Featuring Rell",16,"2004-02-14","Roc-A-Fella"
"Salt Shaker","Ying Yang Twins Featuring Lil Jon & The East Side Boyz",2,"2004-02-21","ColliPark"
"Damn!","YoungBloodZ Featuring Lil Jon",10,"2004-02-21","So So Def"
"Gangsta Nation","Westside Connection Featuring Nate Dogg",11,"2004-02-21","Hoo-Bangin'"
"No Better Love","Young Gunz Featuring Rell",14,"2004-02-21","Roc-A-Fella"
"Salt Shaker","Ying Yang Twins Featuring Lil Jon & The East Side Boyz",6,"2004-02-28","ColliPark"
"No Better Love","Young Gunz Featuring Rell",11,"2004-02-28","Roc-A-Fella"
"Damn!","YoungBloodZ Featuring Lil Jon",16,"2004-02-28","So So Def"
"Gangsta Nation","Westside Connection Featuring Nate Dogg",17,"2004-02-28","Hoo-Bangin'"
"Salt Shaker","Ying Yang Twins Featuring Lil Jon & The East Side Boyz",6,"2004-03-06","ColliPark"
"No Better Love","Young Gunz Featuring Rell",11,"2004-03-06","Roc-A-Fella"
"Damn!","YoungBloodZ Featuring Lil Jon",14,"2004-03-06","So So Def"
"Gangsta Nation","Westside Connection Featuring Nate Dogg",19,"2004-03-06","Hoo-Bangin'"
"Salt Shaker","Ying Yang Twins Featuring Lil Jon & The East Side Boyz",7,"2004-03-13","ColliPark"
"No Better Love","Young Gunz Featuring Rell",13,"2004-03-13","Roc-A-Fella"
"Damn!","YoungBloodZ Featuring Lil Jon",15,"2004-03-13","So So Def"
"Gangsta Nation","Westside Connection Featuring Nate Dogg",20,"2004-03-13","Hoo-Bangin'"
"Salt Shaker","Ying Yang Twins Featuring Lil Jon & The East Side Boyz",7,"2004-03-20","ColliPark"
"No Better Love","Young Gunz Featuring Rell",12,"2004-03-20","Roc-A-Fella"
"Damn!","YoungBloodZ Featuring Lil Jon",16,"2004-03-20","So So Def"
"Gangsta Nation","Westside Connection Featuring Nate Dogg",23,"2004-03-20","Hoo-Bangin'"
"Salt Shaker","Ying Yang Twins Featuring Lil Jon & The East Side Boyz",8,"2004-03-27","ColliPark"
"No Better Love","Young Gunz Featuring Rell",13,"2004-03-27","Roc-A-Fella"
"Salt Shaker","Ying Yang Twins Featuring Lil Jon & The East Side Boyz",8,"2004-04-03","ColliPark"
"No Better Love","Young Gunz Featuring Rell",16,"2004-04-03","Roc-A-Fella"
"Salt Shaker","Ying Yang Twins Featuring Lil Jon & The East Side Boyz",13,"2004-04-10","ColliPark"
"No Better Love","Young Gunz Featuring Rell",17,"2004-04-10","Roc-A-Fella"
"Salt Shaker","Ying Yang Twins Featuring Lil Jon & The East Side Boyz",13,"2004-04-17","ColliPark"
"No Better Love","Young Gunz Featuring Rell",19,"2004-04-17","Roc-A-Fella"
"Salt Shaker","Ying Yang Twins Featuring Lil Jon & The East Side Boyz",13,"2004-04-24","ColliPark"
"No Better Love","Young Gunz Featuring Rell",20,"2004-04-24","Roc-A-Fella"
"Salt Shaker","Ying Yang Twins Featuring Lil Jon & The East Side Boyz",13,"2004-05-01","ColliPark"
"No Better Love","Young Gunz Featuring Rell",23,"2004-05-01","Roc-A-Fella"
"Friday Night","Young Gunz",25,"2004-05-01","Roc-A-Fella"
"Salt Shaker","Ying Yang Twins Featuring Lil Jon & The East Side Boyz",13,"2004-05-08","ColliPark"
"Friday Night","Young Gunz",21,"2004-05-08","Roc-A-Fella"
"Tear It Up","Yung Wun Featuring DMX, Lil' Flip & David Banner",24,"2004-05-08","Full Surface"
"Salt Shaker","Ying Yang Twins Featuring Lil Jon & The East Side Boyz",14,"2004-05-15","ColliPark"
"Tear It Up","Yung Wun Featuring DMX, Lil' Flip & David Banner",22,"2004-05-15","Full Surface"
"Friday Night","Young Gunz",25,"2004-05-15","Roc-A-Fella"
"Salt Shaker","Ying Yang Twins Featuring Lil Jon & The East Side Boyz",17,"2004-05-22","ColliPark"
"Tear It Up","Yung Wun Featuring DMX, Lil' Flip & David Banner",21,"2004-05-22","Full Surface"
"Salt Shaker","Ying Yang Twins Featuring Lil Jon & The East Side Boyz",17,"2004-05-29","ColliPark"
"Tear It Up","Yung Wun Featuring DMX, Lil' Flip & David Banner",24,"2004-05-29","Full Surface"
"Whats Happnin!","Ying Yang Twins Featuring Trick Daddy",25,"2004-05-29","ColliPark"
"Salt Shaker","Ying Yang Twins Featuring Lil Jon & The East Side Boyz",20,"2004-06-05","ColliPark"
"Whats Happnin!","Ying Yang Twins Featuring Trick Daddy",23,"2004-06-05","ColliPark"
"Salt Shaker","Ying Yang Twins Featuring Lil Jon & The East Side Boyz",17,"2004-06-12","ColliPark"
"Whats Happnin!","Ying Yang Twins Featuring Trick Daddy",21,"2004-06-12","ColliPark"
"Whats Happnin!","Ying Yang Twins Featuring Trick Daddy",17,"2004-06-19","ColliPark"
"Salt Shaker","Ying Yang Twins Featuring Lil Jon & The East Side Boyz",18,"2004-06-19","ColliPark"
"Whats Happnin!","Ying Yang Twins Featuring Trick Daddy",16,"2004-06-26","ColliPark"
